# File version 1.0
# Fields: VERSION#, TIMEZONE_NAME, FROM_YEAR, TO_YEAR
# Note: A NULL/blank for TO_YEAR means max year representable/allowed by db.
9, Europe/Podgorica, 2021,
7, America/Cuiaba, 2007,
7, America/Sao_Paulo, 2007,
7, Brazil/East, 2007,
7, Africa/Cairo, 2007,
7, Egypt, 2007,
7, America/Havana, 2007,
7, Cuba, 2007,
7, Antarctica/McMurdo, 2007,
7, Antarctica/South_Pole, 2007,
7, Asia/Gaza, 2007,
7, Asia/Damascus, 2007,
7, Australia/Adelaide, 2008,
7, Australia/South, 2008,
7, Australia/Hobart, 2008,
7, Australia/Tasmania, 2008,
7, Australia/Melbourne, 2008,
7, Australia/Victoria, 2008,
7, Australia/Sydney, 2008,
7, Australia/ACT, 2008,
7, Australia/Canberra, 2008,
7, Australia/NSW, 2008,
7, Australia/Broken_Hill, 2008,
7, Australia/Yancowinna, 2008,
7, Australia/Lord_Howe, 2008,
7, Australia/LHI, 2008,
7, America/Buenos_Aires, 2007,
7, America/Argentina/Buenos_Aires, 2007,
7, America/Cordoba, 2007,
7, America/Argentina/Cordoba, 2007,
7, America/Rosario, 2007,
7, America/Jujuy, 2007,
7, America/Argentina/Jujuy, 2007,
7, America/Catamarca, 2007,
7, America/Argentina/Catamarca, 2007,
7, America/Mendoza, 2007,
7, America/Argentina/Mendoza, 2007,
7, America/Caracas, 2007,
7, America/Indiana/Vincennes, 2007,
7, America/Indiana/Petersburg, 2007,
7, Asia/Tehran, 2008,
7, Iran, 2008,
6, America/Grand_Turk, 2007,
6, America/Port-au-Prince, 2007,
6, NZ, 2007,
6, NZ-CHAT, 2007,
6, Pacific/Auckland, 2007,
6, Pacific/Chatham, 2007,
5, America/Havana, 2007,
5, Cuba, 2007,
5, Europe/Istanbul, 2000, 2006
5, Turkey, 2000, 2006
5, Asia/Istanbul, 2000, 2006
5, Asia/Damascus, 2007,
5, America/Tegucigalpa, 2007, 2009
4, Africa/Cairo, 2006, 2006
4, Egypt, 2006, 2006
4, Africa/Tunis, 2006,
4, Asia/Tehran, 2006,
4, Iran, 2006,
4, Asia/Amman, 2006,
4, Asia/Gaza, 2006,
4, Asia/Damascus, 2006,
4, Australia/Perth, 2006, 2009
4, Australia/West, 2006, 2009
4, America/St_Johns, 2007,
4, Canada/Newfoundland, 2007,
4, America/Whitehorse, 1981,
4, Canada/Yukon, 2007,
4, America/Edmonton, 1988,
4, Canada/Mountain, 2007,
4, America/Vancouver, 1988,
4, Canada/Pacific, 2007,
4, Atlantic/Bermuda, 1977,
4, America/Guatemala, 2006, 2006
4, America/Tegucigalpa, 1922,
4, America/Managua, 2006, 2006
4, America/Montevideo, 2006,
4, America/Sao_Paulo, 2006,
4, Brazil/East, 2006,
4, America/Goose_Bay, 2007,
4, America/Yellowknife, 1981,
4, America/Inuvik, 1981,
4, America/Dawson, 1981,
4, America/Cuiaba, 2006,
4, America/Thule, 2007,
3, Asia/Hong_Kong, 1998, 
3, Hongkong, 1998, 
3, Asia/Tehran, 2024, 2027 
3, Iran, 2024, 2027 
3, Asia/Jerusalem, 2025, 2037
3, Israel, 2025, 2037
3, Asia/Tel_Aviv, 2025, 2037
3, Asia/Tokyo, 1939, 
3, Japan, 1939, 
3, America/New_York, 2007, 
3, US/Eastern, 2007, 
3, America/Chicago, 2007, 
3, US/Central, 2007, 
3, America/Los_Angeles, 2007, 
3, US/Pacific, 2007, 
3, US/Pacific-New, 2007, 
3, PST, 2007, 
3, America/Anchorage, 2007, 
3, US/Alaska, 2007, 
3, America/Adak, 2007, 
3, America/Atka, 2007, 
3, US/Aleutian, 2007, 
3, America/Indianapolis, 2006, 
3, America/Fort_Wayne, 2006, 
3, US/East-Indiana, 2006, 
3, America/Indiana/Indianapolis, 2006, 
3, America/Detroit, 2007, 
3, US/Michigan, 2007, 
3, America/Jamaica, 2007, 
3, Jamaica, 2007, 
3, America/Halifax, 1918, 
3, Canada/Atlantic, 1918, 
3, America/Montreal, 2007, 
3, America/Montreal, 1974, 1974 
3, Canada/Eastern, 2007, 
3, Canada/Eastern, 1974, 1974 
3, America/Winnipeg, 2007, 
3, Canada/Central, 2007, 
3, America/Havana, 2006, 
3, Cuba, 2006, 
3, America/Noronha, 2001, 
3, Brazil/DeNoronha, 2001, 
3, Africa/Khartoum, 2000, 
3, Africa/Tunis, 2005, 
3, Asia/Baku, 1997, 
3, Asia/Chagos, 1998, 
3, Asia/Tbilisi, 2004, 
3, Asia/Jakarta, 1965, 
3, Asia/Jayapura, 1965, 
3, Asia/Amman, 2000, 
3, Asia/Almaty, 2005, 
3, Asia/Aqtobe, 2005, 
3, Asia/Aqtau, 2005, 
3, Asia/Bishkek, 2005, 
3, Australia/Pitcairn, 1998, 
3, America/Juneau, 2007, 
3, America/Nome, 2007, 
3, America/Boise, 2007, 
3, America/Indiana/Marengo, 2006, 
3, America/Indiana/Knox, 2006, 
3, America/Knox_IN, 2006, 
3, America/Indiana/Vevay, 2006, 
3, America/Louisville, 2007, 
3, America/Kentucky/Louisville, 2007, 
3, America/Thunder_Bay, 2007, 
3, America/Iqaluit, 2007, 
3, America/Rankin_Inlet, 2007, 
3, America/Cambridge_Bay, 2007, 
3, America/Miquelon, 1987, 
3, America/Managua, 2005, 2005
3, America/Cuiaba, 2004, 
3, America/Asuncion, 1998, 
3, America/Montevideo, 2003, 2006
3, America/Araguaina, 2003, 2003
3, America/Sao_Paulo, 2003, 
3, Brazil/East, 2003, 
3, Australia/Adelaide, 2006, 2006 
3, Australia/South, 2006, 2006 
3, Australia/Broken_Hill, 2006, 2006
3, Australia/Yancowinna, 2006, 2006
3, Australia/Hobart, 2006, 2006
3, Australia/Tasmania, 2006, 2006
3, Australia/Lord_Howe, 2006, 2006
3, Australia/LHI, 2006, 2006
3, Australia/Melbourne, 2006, 2006
3, Australia/Victoria, 2006, 2006
3, Australia/Sydney, 2006, 2006
3, Australia/ACT, 2006, 2006
3, Australia/Canberra, 2006, 2006
3, Australia/NSW, 2006, 2006
2, America/Havana, 2000, 
2, Cuba, 2000, 
2, America/Mazatlan, 1932, 1932
2, America/Mazatlan, 1942, 1942
2, America/Mazatlan, 2001, 2001
2, Mexico/BajaSur, 1932, 1932
2, Mexico/BajaSur, 1942, 1942
2, Mexico/BajaSur, 2001, 2001
2, America/Mexico_City, 1932, 1932
2, America/Mexico_City, 1943, 1943
2, America/Mexico_City, 2001, 2002
2, Mexico/General, 1932, 1932
2, Mexico/General, 1943, 1943
2, Mexico/General, 2001, 2002
2, America/Santiago, 1966, 1969
2, Chile/Continental, 1966, 1969
2, America/Sao_Paulo, 2000, 
2, Brazil/East, 2000, 
2, America/St_Johns, 1936, 1945
2, America/St_Johns, 1987, 
2, Canada/Newfoundland, 1936, 1945
2, Canada/Newfoundland, 1987, 
2, America/Winnipeg, 1942, 1942
2, America/Winnipeg, 1945, 1945
2, America/Winnipeg, 1987, 
2, Canada/Central, 1942, 1942
2, Canada/Central, 1945, 1945
2, Canada/Central, 1987, 
2, America/Tijuana, 1922, 1922
2, America/Tijuana, 1924, 1924
2, America/Tijuana, 1930, 1930
2, America/Tijuana, 1931, 1931
2, America/Tijuana, 1942, 1942
2, America/Tijuana, 1945, 1945
2, America/Tijuana, 1948, 1948
2, America/Tijuana, 1976, 1976
2, America/Ensenada, 1922, 1922
2, America/Ensenada, 1924, 1924
2, America/Ensenada, 1930, 1930
2, America/Ensenada, 1931, 1931
2, America/Ensenada, 1942, 1942
2, America/Ensenada, 1945, 1945
2, America/Ensenada, 1948, 1948
2, America/Ensenada, 1976, 1976
2, Asia/Jerusalem, 2000, 
2, Israel, 2000, 
2, Asia/Tel_Aviv, 2000, 
2, Asia/Tehran, 1945, 
2, Iran, 1945, 
2, Australia/Lord_Howe, 1982, 
2, Australia/LHI, 1982, 
2, Pacific/Easter, 1996, 
2, Chile/EasterIsland, 1996, 
2, America/Araguaina, 2000, 
2, America/Boa_Vista, 2000, 
2, America/Buenos_Aires, 1894, 1894
2, America/Buenos_Aires, 1920, 1920
2, America/Buenos_Aires, 1967, 1967
2, America/Buenos_Aires, 1974, 1974
2, America/Buenos_Aires, 1988, 1988
2, America/Buenos_Aires, 1999, 2000
2, America/Cambridge_Bay, 1942, 1942
2, America/Cambridge_Bay, 1945, 1945
2, America/Cambridge_Bay, 2000, 
2, America/Cancun, 1981, 1981
2, America/Cancun, 1996, 1997
2, America/Cancun, 2001, 2001
2, America/Chihuahua, 1932, 1932
2, America/Chihuahua, 2001, 2001
2, America/Cuiaba, 2000, 
2, America/Fortaleza, 2000, 
2, America/Goose_Bay, 1917, 1918
2, America/Goose_Bay, 1936, 1945
2, America/Goose_Bay, 1987, 
2, America/Iqaluit, 1942, 1942
2, America/Iqaluit, 1945, 1945
2, America/Iqaluit, 2001, 
2, America/Maceio, 2000, 
2, America/Rankin_Inlet, 1942, 1942
2, America/Rankin_Inlet, 1945, 1945
2, America/Rankin_Inlet, 2000, 2000
2, Asia/Almaty, 1991, 
2, Asia/Amman, 1999, 
2, Asia/Anadyr, 1930, 1930
2, Asia/Anadyr, 1982, 
2, Asia/Aqtau, 1991, 
2, Asia/Aqtobe, 1924, 
2, Asia/Baghdad, 1991, 
2, Asia/Karachi, 2002, 2002
2, Atlantic/Stanley, 1996, 1996
2, Atlantic/Stanley, 2001, 
2, Europe/Riga, 2000, 2001
2, Europe/Tallinn, 2002, 
2, Europe/Vilnius, 2000, 2002
2, Pacific/Fiji, 2000, 
2, Pacific/Guam, 1800, 1800
2, Pacific/Guam, 1844, 1844
2, Pacific/Guam, 2000, 2000
2, Pacific/Saipan, 1800, 1800
2, Pacific/Saipan, 1844, 1844
2, Pacific/Saipan, 2000, 2000
2, Pacific/Tongatapu, 1999, 
